date,price,bedrooms,bathrooms,sqft_living,floors,waterfront,view,condition,yr_built,yr_renovated,street,city,statezip,country
2014-05-31 00:00:00,693000.0,3.0,2.5,2460,2.0,0,0,3,1996,0,Valley View Trail,Redmond,WA 98052,USA
2014-05-31 00:00:00,289950.0,3.0,2.5,1960,2.0,0,0,3,2004,2003,2826 Access Rd,Renton,WA 98056,USA
2014-05-31 00:00:00,587000.0,4.0,2.5,2550,2.0,0,0,3,1992,0,13013 NE 202nd Pl,Woodinville,WA 98072,USA
2014-05-31 00:00:00,615000.0,3.0,2.25,1760,3.0,0,0,3,2014,0,601 22nd Ave,Seattle,WA 98122,USA
2014-06-01 00:00:00,459000.0,3.0,1.75,1620,1.0,0,0,4,1974,0,9607 NE 128th St,Kirkland,WA 98034,USA
2014-06-01 00:00:00,243000.0,3.0,1.75,1790,1.0,0,0,3,1960,2012,23042 16th Ave S,Des Moines,WA 98198,USA
2014-06-01 00:00:00,1505000.0,4.0,3.5,3480,2.0,0,0,3,1926,2010,1905 33rd Ave S,Seattle,WA 98144,USA
2014-06-01 00:00:00,660000.0,4.0,1.75,2780,2.0,0,0,4,1978,2000,20850 NE 26th Pl,Sammamish,WA 98074,USA
2014-06-01 00:00:00,1595000.0,5.0,3.0,3640,2.0,0,3,3,1982,0,17200 SE 29th Ct,Bellevue,WA 98008,USA
2014-06-01 00:00:00,250000.0,1.0,1.0,750,1.0,0,0,3,1918,0,4356 SW Concord St,Seattle,WA 98136,USA
2014-06-02 00:00:00,315000.0,3.0,1.0,960,1.0,0,0,3,1952,2008,1715 NE 135th St,Seattle,WA 98125,USA
2014-06-02 00:00:00,404000.0,3.0,1.5,2030,1.0,0,0,3,1963,2008,4915 17th Ave S,Seattle,WA 98108,USA
2014-06-02 00:00:00,559900.0,3.0,2.75,2930,1.0,0,0,3,2004,2003,18960 131st Pl NE,Woodinville,WA 98072,USA
2014-06-02 00:00:00,285000.0,2.0,2.5,1380,2.0,0,0,3,2011,0,2802 SW Bataan St,Seattle,WA 98126,USA
2014-06-02 00:00:00,500000.0,3.0,2.0,1720,1.0,0,2,5,1941,0,4825 27th Ave S,Seattle,WA 98108,USA
2014-06-02 00:00:00,380000.0,2.0,1.0,1210,1.0,0,0,3,1950,2005,4532 13th Ave S,Seattle,WA 98108,USA
2014-06-02 00:00:00,469000.0,3.0,1.0,950,1.5,0,0,5,1948,1985,1911 E Columbia St,Seattle,WA 98122,USA
2014-06-02 00:00:00,405000.0,2.0,1.75,1710,2.0,0,0,3,1920,1979,4131 SW Kenyon St,Seattle,WA 98136,USA
2014-06-02 00:00:00,439900.0,2.0,2.0,1410,1.5,0,0,5,1909,1988,31103 SE 85th Pl,Preston,WA 98050,USA
2014-06-02 00:00:00,525000.0,4.0,2.5,2910,2.0,0,2,3,2006,0,25480 SE 275th Pl,Maple Valley,WA 98038,USA
2014-06-02 00:00:00,580000.0,4.0,2.5,2220,2.0,0,0,3,1988,2000,4055 238th Pl SE,Issaquah,WA 98029,USA
2014-06-02 00:00:00,1250000.0,5.0,3.25,3160,2.0,0,0,5,1972,0,7325 86th Ave SE,Mercer Island,WA 98040,USA
2014-06-02 00:00:00,275000.0,3.0,2.0,1380,1.0,0,0,3,2008,0,24031 SE 262nd Pl,Maple Valley,WA 98038,USA
2014-06-02 00:00:00,629000.0,3.0,2.0,1760,1.0,0,0,5,1920,0,2439 Piedmont Pl W,Seattle,WA 98199,USA
2014-06-02 00:00:00,395000.0,1.0,1.0,730,1.0,0,0,3,1911,1979,6215 30th Ave NW,Seattle,WA 98107,USA
2014-06-02 00:00:00,965000.0,4.0,2.5,2460,2.0,0,0,5,1938,0,1024 Washington Pl E,Seattle,WA 98112,USA
2014-06-02 00:00:00,820000.0,3.0,1.75,2160,1.0,0,0,4,1960,2001,2000-2098 NE 68th St,Seattle,WA 98115,USA
2014-06-02 00:00:00,661000.0,4.0,2.25,1990,1.5,0,2,4,1932,1958,4426 38th Ave SW,Seattle,WA 98126,USA
2014-06-02 00:00:00,789000.0,3.0,3.0,3740,2.0,0,2,3,1991,0,9900 SW Quartermaster Dr,Vashon,WA 98070,USA
2014-06-02 00:00:00,668500.0,4.0,2.5,2710,2.0,0,0,3,1999,0,667 237th Pl SE,Sammamish,WA 98074,USA
2014-06-02 00:00:00,350000.0,3.0,2.5,2680,2.0,0,0,3,1990,2009,31456 117th Pl SE,Auburn,WA 98092,USA
2014-06-02 00:00:00,250000.0,4.0,2.0,1850,1.0,0,0,4,1978,2000,4511 S 262nd St,Kent,WA 98032,USA
2014-06-02 00:00:00,725995.0,4.0,2.5,3190,2.0,0,2,3,2001,0,7704 Heather Ave SE,Snoqualmie,WA 98065,USA
2014-06-02 00:00:00,1000000.0,3.0,2.5,2730,2.0,0,0,3,1998,2006,13428 NE 12th Pl,Bellevue,WA 98005,USA
2014-06-02 00:00:00,686000.0,3.0,1.5,1840,2.0,0,0,5,1961,0,11727 9th Ave NW,Seattle,WA 98177,USA
2014-06-02 00:00:00,665000.0,4.0,2.5,2720,2.0,0,0,3,1987,2000,2110 216th Pl NE,Sammamish,WA 98074,USA
2014-06-02 00:00:00,1965221.0,4.0,3.5,4370,2.0,0,1,3,2003,0,2523-2533 103rd Ave SE,Bellevue,WA 98004,USA
2014-06-02 00:00:00,653000.0,3.0,2.5,2290,2.0,0,0,3,2006,0,2172 NE Noble St,Issaquah,WA 98029,USA
2014-06-02 00:00:00,430000.0,2.0,1.0,990,1.0,0,0,3,1947,2012,8059 Loyal Way NW,Seattle,WA 98117,USA
2014-06-02 00:00:00,305000.0,2.0,1.5,1140,2.0,0,0,3,1988,2000,4150 244th Pl SE,Issaquah,WA 98029,USA
2014-06-02 00:00:00,809000.0,4.0,1.5,1840,2.0,0,0,4,1917,0,1218 19th Ave E,Seattle,WA 98112,USA
2014-06-02 00:00:00,440150.0,2.0,1.0,1110,1.0,0,0,5,1947,0,12216 Greenwood Ave N,Seattle,WA 98133,USA
2014-06-02 00:00:00,615000.0,4.0,2.5,2150,2.0,0,0,4,1985,0,14151 174th Pl NE,Redmond,WA 98052,USA
2014-06-02 00:00:00,1035000.0,3.0,2.5,2230,2.0,0,0,3,2003,0,1840-1846 9th St W,Kirkland,WA 98033,USA
2014-06-02 00:00:00,455000.0,2.0,1.0,1170,1.0,0,0,4,1941,1998,9552 Phinney Ave N,Seattle,WA 98103,USA
2014-06-02 00:00:00,635000.0,3.0,2.5,1960,1.0,0,0,4,1940,2001,4131 51st Ave S,Seattle,WA 98118,USA
2014-06-02 00:00:00,675000.0,3.0,2.25,2610,2.0,0,0,3,1988,2000,10090 177th Ave NE,Redmond,WA 98052,USA
2014-06-02 00:00:00,316000.0,3.0,2.25,2130,1.0,0,0,3,1987,2000,20312 102nd Pl SE,Kent,WA 98031,USA
2014-06-02 00:00:00,955000.0,3.0,2.25,3020,2.0,0,0,3,1969,2010,12599 NE 39th St,Bellevue,WA 98005,USA
2014-06-02 00:00:00,985000.0,3.0,1.75,1670,2.0,0,0,5,1912,0,1808 38th Ave E,Seattle,WA 98112,USA
2014-06-02 00:00:00,465500.0,3.0,1.75,1890,1.0,0,0,3,1965,1993,5047 43rd Ave S,Seattle,WA 98118,USA
2014-06-02 00:00:00,305000.0,3.0,1.0,950,1.0,0,0,3,1950,2005,2023 NE 175th St,Shoreline,WA 98155,USA
2014-06-02 00:00:00,645000.0,4.0,2.5,2430,1.0,0,0,5,1963,0,15048 NE 11th Pl,Bellevue,WA 98007,USA
2014-06-02 00:00:00,730000.0,4.0,2.0,2360,1.0,0,0,5,1939,0,3635 41st Ave W,Seattle,WA 98199,USA
2014-06-02 00:00:00,366000.0,3.0,1.75,1510,1.0,0,0,3,1967,2011,8835 NE 138th St,Kirkland,WA 98034,USA
2014-06-02 00:00:00,290000.0,3.0,2.5,2080,2.0,0,0,3,2002,0,25420 157th Ave SE,Covington,WA 98042,USA
2014-06-02 00:00:00,472500.0,3.0,2.0,1750,1.0,0,0,3,1982,0,20604 SE 24th St,Sammamish,WA 98075,USA
2014-06-02 00:00:00,550000.0,3.0,2.0,1810,1.5,0,0,3,1925,2002,7820 Ashworth Ave N,Seattle,WA 98103,USA
2014-06-02 00:00:00,410000.0,4.0,1.75,1790,1.0,0,0,4,1969,0,560 SW Fernwood St,Issaquah,WA 98027,USA
2014-06-02 00:00:00,440000.0,4.0,2.75,2340,1.0,0,0,3,1967,2011,19311 47th Ave NE,Lake Forest Park,WA 98155,USA
2014-06-02 00:00:00,535000.0,3.0,2.5,1690,2.0,0,0,3,1984,0,4501-4507 186th Ave SE,Issaquah,WA 98027,USA
2014-06-02 00:00:00,300000.0,4.0,2.5,2070,2.0,0,0,3,2003,0,11366 SE 298th Pl,Auburn,WA 98092,USA
2014-06-02 00:00:00,432500.0,3.0,2.5,2240,2.0,0,0,3,2002,0,7311 Silent Creek Ave SE,Snoqualmie,WA 98065,USA
2014-06-02 00:00:00,870000.0,4.0,3.0,4500,2.0,0,2,3,1980,0,5003 E Mercer Way,Mercer Island,WA 98040,USA
2014-06-02 00:00:00,492000.0,3.0,1.75,2770,1.0,0,0,4,1978,2000,15017 253rd Ave SE,Issaquah,WA 98027,USA
2014-06-02 00:00:00,199950.0,3.0,1.0,1010,1.0,0,0,3,1969,2010,29910-29918 21st Ave S,Federal Way,WA 98003,USA
2014-06-02 00:00:00,439800.0,3.0,1.5,1120,1.0,0,0,5,1956,0,15524 SE 9th St,Bellevue,WA 98007,USA
2014-06-02 00:00:00,320000.0,5.0,2.5,3020,1.0,0,0,4,1978,2000,29234 158th Ave SE,Kent,WA 98042,USA
2014-06-02 00:00:00,687000.0,4.0,3.25,4400,2.0,0,0,4,1993,0,28808 SE Mud Mountain Rd,Enumclaw,WA 98022,USA
2014-06-02 00:00:00,345000.0,3.0,1.75,1990,1.0,0,1,3,1963,2008,10238 65th Ave S,Seattle,WA 98178,USA
2014-06-02 00:00:00,274950.0,3.0,1.0,1450,1.0,0,0,3,1958,2004,5619 S 149th St,Tukwila,WA 98168,USA
2014-06-02 00:00:00,270000.0,4.0,2.5,1920,2.0,0,0,3,1998,2006,5307-5311 Quincy Ave SE,Auburn,WA 98092,USA
2014-06-02 00:00:00,342000.0,2.0,2.5,1175,2.0,0,0,3,2005,0,9219 Stone Ave N,Seattle,WA 98103,USA
2014-06-02 00:00:00,327000.0,3.0,1.5,1320,1.0,0,0,3,1970,2014,11406 Nile Ave NE,Renton,WA 98059,USA
2014-06-02 00:00:00,610000.0,5.0,2.5,3990,1.0,0,0,4,1962,0,431 26th Ave E,Seattle,WA 98112,USA
2014-06-02 00:00:00,455000.0,2.0,1.0,1140,1.0,0,0,3,1947,2012,2711 NE 75th St,Seattle,WA 98115,USA
2014-06-02 00:00:00,540000.0,4.0,1.75,1720,1.5,0,0,4,1925,1968,2722 30th Ave S,Seattle,WA 98144,USA
2014-06-02 00:00:00,411000.0,4.0,2.75,2150,1.0,0,0,5,1976,0,7302 127th Pl SE,Newcastle,WA 98056,USA
2014-06-02 00:00:00,544000.0,3.0,1.5,1790,1.5,0,1,3,1910,2006,Schmitz Park to Alki Trail,Seattle,WA 98116,USA
2014-06-02 00:00:00,802000.0,2.0,2.5,2210,1.0,0,0,3,2003,0,23216 NE 126th St,Redmond,WA 98053,USA
2014-06-02 00:00:00,568500.0,3.0,2.75,2180,1.0,0,0,4,1981,0,10629 161st Avenue Northeast,Redmond,WA 98052,USA
2014-06-02 00:00:00,391000.0,3.0,2.25,1410,2.0,0,0,3,2004,2003,2134 NW Boulder Way Dr,Issaquah,WA 98027,USA
2014-06-02 00:00:00,298000.0,3.0,2.5,1950,2.0,0,0,3,2010,0,24032 SE 263rd Pl,Maple Valley,WA 98038,USA
2014-06-02 00:00:00,400000.0,3.0,2.5,1495,3.0,0,0,3,2006,0,1108 29th Ave S,Seattle,WA 98144,USA
2014-06-03 00:00:00,425000.0,3.0,2.25,1660,1.0,0,0,3,1979,2014,942 27th Ave,Seattle,WA 98122,USA
2014-06-03 00:00:00,328500.0,3.0,2.5,1950,2.0,0,0,4,1990,0,23915 135th Pl SE,Kent,WA 98042,USA
2014-06-03 00:00:00,650000.0,5.0,2.75,2550,1.5,0,0,5,1902,0,1417 26th Ave,Seattle,WA 98122,USA
2014-06-03 00:00:00,850000.0,3.0,1.75,1370,1.0,0,0,5,1911,1988,2015 42nd Ave E,Seattle,WA 98112,USA
2014-06-03 00:00:00,930000.0,4.0,2.5,2200,2.0,0,0,5,1908,0,2418 10th Ave W,Seattle,WA 98119,USA
2014-06-03 00:00:00,530000.0,3.0,1.75,1250,1.5,0,0,5,1942,0,2202 NE 83rd St,Seattle,WA 98115,USA
2014-06-03 00:00:00,495000.0,4.0,2.25,2220,1.0,0,0,4,1961,2001,5918 128th Ave SE,Bellevue,WA 98006,USA
2014-06-03 00:00:00,500000.0,3.0,1.75,1620,1.0,0,0,5,1945,0,6209 40th Ave NE,Seattle,WA 98115,USA
2014-06-03 00:00:00,325000.0,3.0,1.75,2250,1.0,0,0,3,1980,0,33316 E Lake Holm Dr SE,Auburn,WA 98092,USA
2014-06-03 00:00:00,365000.0,3.0,2.5,1720,2.0,0,0,4,1990,0,29245 188 Ave SE,Kent,WA 98042,USA
2014-06-03 00:00:00,471000.0,4.0,2.5,3030,2.0,0,0,3,1998,2006,1165 SW 12th St,North Bend,WA 98045,USA
2014-06-03 00:00:00,223000.0,3.0,1.0,1030,1.0,0,0,3,1961,2004,26825 33rd Ave S,Kent,WA 98032,USA
2014-06-03 00:00:00,503000.0,3.0,2.5,2190,2.0,0,0,3,1999,0,18649 22nd Pl NE,Lake Forest Park,WA 98155,USA
2014-06-03 00:00:00,230000.0,3.0,2.0,1440,1.0,0,0,4,1942,2007,2508 NE 7th St,Renton,WA 98056,USA
2014-06-03 00:00:00,550000.0,4.0,2.5,2170,1.0,0,0,3,1980,0,8520 169th Ct NE,Redmond,WA 98052,USA
2014-06-03 00:00:00,1100000.0,4.0,3.75,2930,1.5,0,0,5,1925,0,115 W Raye St,Seattle,WA 98119,USA
2014-06-03 00:00:00,193000.0,3.0,1.5,1180,1.0,0,0,3,1960,2012,454 S 190th St,Burien,WA 98148,USA
2014-06-03 00:00:00,590000.0,4.0,4.25,2360,2.0,0,0,4,1939,1987,2862 S 354th Ln,Federal Way,WA 98003,USA
2014-06-03 00:00:00,712500.0,3.0,1.5,1660,1.0,0,0,4,1956,0,10414 SE 24th Pl,Bellevue,WA 98004,USA
2014-06-03 00:00:00,689800.0,3.0,2.75,2390,1.0,0,0,5,1942,0,12575 Corliss Ave N,Seattle,WA 98133,USA
2014-06-03 00:00:00,430000.0,3.0,2.0,1360,1.5,0,0,4,1924,0,4822 48th Ave SW,Seattle,WA 98116,USA
2014-06-03 00:00:00,785200.0,3.0,2.25,1840,1.5,0,0,5,1910,0,3110 E Jefferson St,Seattle,WA 98122,USA
2014-06-03 00:00:00,474900.0,3.0,2.25,1800,1.0,0,0,4,1976,1992,20337 156th Ave NE,Woodinville,WA 98072,USA
2014-06-03 00:00:00,1070000.0,4.0,3.75,4130,2.0,0,0,3,2001,0,14212 SE 92nd St,Newcastle,WA 98059,USA
2014-06-03 00:00:00,435000.0,3.0,1.75,2220,1.0,0,0,3,1988,2000,13009 230th Ave SE,Issaquah,WA 98027,USA
2014-06-03 00:00:00,941500.0,5.0,3.5,3490,2.0,0,4,3,1980,0,20122 Richmond Beach Dr NW,Shoreline,WA 98177,USA
2014-06-03 00:00:00,312000.0,4.0,2.5,1830,2.0,0,0,3,2003,0,27369 245th Ave SE,Maple Valley,WA 98038,USA
2014-06-03 00:00:00,835000.0,4.0,2.75,1550,1.5,0,0,3,1930,1997,4325 NE 43rd St,Seattle,WA 98105,USA
2014-06-03 00:00:00,713250.0,3.0,2.0,2050,1.0,0,0,4,1951,1999,2416 70th Ave SE,Mercer Island,WA 98040,USA
2014-06-03 00:00:00,440000.0,2.0,1.0,1230,1.0,0,0,3,1906,2014,3934 S Hudson St,Seattle,WA 98118,USA
2014-06-03 00:00:00,580135.0,4.0,2.5,3150,2.0,0,0,3,2014,0,13516 164th Ave SE,Renton,WA 98059,USA
2014-06-03 00:00:00,575000.0,3.0,2.25,3800,1.0,0,0,4,1976,1992,24716 142nd Ave SE,Kent,WA 98042,USA
2014-06-03 00:00:00,613000.0,3.0,2.5,1350,2.0,0,0,3,1991,0,819 31st Ave,Seattle,WA 98122,USA
2014-06-03 00:00:00,235000.0,3.0,2.0,1530,1.0,0,0,4,1970,0,2925 Morris Ave S,Renton,WA 98055,USA
2014-06-03 00:00:00,660000.0,3.0,2.5,2290,3.0,0,0,4,1953,1983,2402 Delmar Dr E,Seattle,WA 98102,USA
2014-06-03 00:00:00,280000.0,2.0,1.5,1480,1.0,0,0,4,1940,2001,11405 26th Ave SW,Seattle,WA 98146,USA
2014-06-03 00:00:00,268000.0,3.0,1.75,1970,1.0,0,0,4,1966,0,3644 Manchester Way,Kent,WA 98032,USA
2014-06-03 00:00:00,235000.0,2.0,1.0,720,1.0,0,0,4,1947,1988,5403 34th Ave SW,Seattle,WA 98126,USA
2014-06-03 00:00:00,390000.0,3.0,2.0,1080,1.0,0,0,5,1947,0,808 NE 117th St,Seattle,WA 98125,USA
2014-06-03 00:00:00,654950.0,4.0,2.5,2790,2.0,0,0,3,1987,2000,19218 189th Pl NE,Woodinville,WA 98077,USA
2014-06-03 00:00:00,449500.0,5.0,2.75,2040,1.0,0,0,4,1969,0,12610 NE 142nd St,Kirkland,WA 98034,USA
2014-06-03 00:00:00,150000.0,3.0,1.0,1320,1.0,0,0,3,1959,1989,1904 S 259th St,Des Moines,WA 98198,USA
2014-06-03 00:00:00,440000.0,3.0,2.25,1680,2.0,0,0,4,1989,0,43105 SE 149th St,North Bend,WA 98045,USA
2014-06-03 00:00:00,710000.0,3.0,2.0,2140,1.0,0,0,4,1928,0,8250 Ashworth Ave N,Seattle,WA 98103,USA
2014-06-03 00:00:00,420000.0,3.0,1.75,1660,1.0,0,0,3,1981,2013,18223 129th Pl NE,Bothell,WA 98011,USA
2014-06-03 00:00:00,312000.0,3.0,2.25,1540,1.0,0,0,5,1954,0,9014 Ravenna Ave NE,Seattle,WA 98115,USA
2014-06-03 00:00:00,320000.0,3.0,2.0,1880,1.0,0,0,5,1952,1998,14712 SE 105th Pl,Renton,WA 98059,USA
2014-06-03 00:00:00,235000.0,3.0,1.0,1250,1.0,0,0,4,1959,0,12522 SE 105th St,Renton,WA 98056,USA
2014-06-03 00:00:00,437000.0,5.0,2.0,2120,1.5,0,0,3,1913,1983,16633 Westside Hwy SW,Vashon,WA 98070,USA
2014-06-03 00:00:00,545000.0,3.0,1.75,1810,1.5,0,0,4,1903,0,4331 5th Ave NW,Seattle,WA 98107,USA
2014-06-03 00:00:00,640000.0,3.0,2.5,2370,2.0,0,0,3,1993,0,12020 SE 76th St,Newcastle,WA 98056,USA
2014-06-03 00:00:00,432000.0,3.0,2.5,1970,2.0,0,0,4,2003,0,35317 SE Ridge St,Snoqualmie,WA 98065,USA
2014-06-03 00:00:00,548000.0,3.0,2.5,2110,2.0,0,0,3,2001,0,17041 128th Pl NE,Woodinville,WA 98072,USA
2014-06-03 00:00:00,830000.0,3.0,3.0,2080,1.5,0,0,3,2004,2003,8359 NE Juanita Dr,Kirkland,WA 98034,USA
2014-06-03 00:00:00,875000.0,4.0,2.25,3720,1.0,0,2,5,1970,0,2929 200th Ave SE,Sammamish,WA 98075,USA
2014-06-03 00:00:00,409950.0,2.0,1.75,1370,1.0,0,0,5,1944,0,929 N 88th St,Seattle,WA 98103,USA
2014-06-03 00:00:00,695000.0,4.0,2.5,2961,2.0,0,0,3,1998,2006,21548 SE 28th Ln,Sammamish,WA 98075,USA
2014-06-03 00:00:00,562100.0,3.0,2.25,2090,2.0,0,0,3,1983,2009,15703 NE 113th Ct,Redmond,WA 98052,USA
2014-06-03 00:00:00,475000.0,3.0,2.5,2600,2.0,0,0,3,1989,0,5054 NE 23rd St,Renton,WA 98059,USA
2014-06-03 00:00:00,425000.0,3.0,2.25,1870,1.0,0,0,3,1978,0,10559 NE 150th Ct,Bothell,WA 98011,USA
2014-06-03 00:00:00,600000.0,4.0,2.5,2620,2.0,0,0,3,1987,2000,2830 216th Ave SE,Issaquah,WA 98075,USA
2014-06-03 00:00:00,770000.0,3.0,2.5,2430,2.0,0,0,3,1987,2000,15105 262nd Ave SE,Issaquah,WA 98027,USA
2014-06-03 00:00:00,239000.0,3.0,1.75,1340,1.0,0,0,4,1968,0,26510 134th Ave SE,Kent,WA 98042,USA
2014-06-03 00:00:00,295000.0,2.0,1.0,1170,1.0,0,0,3,1963,2008,507 Janet Ave NE,North Bend,WA 98045,USA
2014-06-03 00:00:00,560000.0,3.0,1.75,2000,1.0,0,0,5,1963,0,6110 123rd Ave NE,Kirkland,WA 98033,USA
2014-06-03 00:00:00,613000.0,5.0,2.5,2070,1.0,0,0,4,1967,0,1813 177th Ave NE,Bellevue,WA 98008,USA
2014-06-03 00:00:00,960000.0,4.0,3.0,4590,2.0,0,0,3,1981,2013,13003 13th Ave NW,Seattle,WA 98177,USA
2014-06-03 00:00:00,847000.0,5.0,1.0,2550,2.5,0,0,4,1905,0,805 30th Ave,Seattle,WA 98122,USA
2014-06-03 00:00:00,206000.0,3.0,1.0,1060,1.0,0,0,4,1962,0,35014 19th Ave SW,Federal Way,WA 98023,USA
2014-06-03 00:00:00,253000.0,2.0,1.75,1220,1.0,0,0,5,1921,0,506 Wells Ave N,Renton,WA 98057,USA
2014-06-03 00:00:00,430000.0,4.0,2.25,1790,1.0,0,0,4,1973,0,19534 34th Ave NE,Lake Forest Park,WA 98155,USA
2014-06-03 00:00:00,605000.0,3.0,2.0,2060,1.0,0,0,4,1947,1988,510 N 70th St,Seattle,WA 98103,USA
2014-06-03 00:00:00,425000.0,2.0,2.5,1140,3.0,0,0,3,2007,0,2017 NW 59th St,Seattle,WA 98107,USA
2014-06-03 00:00:00,720000.0,4.0,2.5,2870,2.0,0,0,4,1986,0,24146 SE 45th Pl,Issaquah,WA 98029,USA
2014-06-03 00:00:00,375900.0,6.0,1.5,2550,1.0,0,0,4,1958,1972,31207 22nd Ave SW,Federal Way,WA 98023,USA
2014-06-03 00:00:00,1298000.0,4.0,3.5,2790,1.5,0,0,5,1985,0,4510 89th Ave SE,Mercer Island,WA 98040,USA
2014-06-03 00:00:00,210000.0,3.0,1.0,1110,1.0,0,0,3,1962,2003,11048 21st Ave SW,Seattle,WA 98146,USA
2014-06-03 00:00:00,234000.0,2.0,1.0,940,1.0,0,0,4,1952,0,20214 8th Ave S,Des Moines,WA 98198,USA
2014-06-03 00:00:00,285000.0,3.0,1.75,2880,1.0,0,0,3,1958,2004,4071 S 128th St,Tukwila,WA 98168,USA
2014-06-03 00:00:00,400000.0,3.0,1.5,1200,1.0,0,0,4,1962,0,15226 SE 1st Pl,Bellevue,WA 98007,USA
2014-06-03 00:00:00,718000.0,3.0,1.0,1030,1.0,0,0,5,1952,1998,4760 47th Ave NE,Seattle,WA 98105,USA
2014-06-03 00:00:00,174500.0,2.0,2.5,1240,2.0,0,0,3,1986,0,829 S 310th Pl,Federal Way,WA 98003,USA
2014-06-03 00:00:00,222400.0,3.0,2.0,1200,1.0,0,0,3,1995,0,124 Mt Vista Pl SW,Pacific,WA 98047,USA
2014-06-03 00:00:00,402500.0,3.0,3.25,2780,2.0,0,0,3,2009,0,14806 279th Ln NE,Duvall,WA 98019,USA
2014-06-03 00:00:00,250000.0,3.0,2.25,1765,2.0,0,0,3,1996,0,33015 4th Pl S,Federal Way,WA 98003,USA
2014-06-03 00:00:00,600000.0,4.0,2.5,1960,1.0,0,1,4,1958,1972,12048 Standring Ct SW,Burien,WA 98146,USA
2014-06-03 00:00:00,930000.0,2.0,2.5,2680,1.0,0,0,3,2006,0,24035 NE Adair Rd,Redmond,WA 98053,USA
2014-06-03 00:00:00,272500.0,3.0,2.0,1410,1.0,0,0,4,1983,0,14608 SE 195th Pl,Renton,WA 98058,USA
2014-06-03 00:00:00,363990.0,4.0,2.5,2240,2.0,0,0,3,2014,0,27433-27475 211th Ct SE,Maple Valley,WA 98038,USA
2014-06-03 00:00:00,575000.0,4.0,2.75,3120,2.0,0,0,3,2010,0,9423 Ash Ave SE,Snoqualmie,WA 98065,USA
2014-06-03 00:00:00,400000.0,3.0,2.25,1450,2.0,0,0,3,2009,0,8018 NE 183rd St,Kenmore,WA 98028,USA
2014-06-03 00:00:00,427874.0,3.0,3.0,2340,2.0,0,0,3,2013,1923,897 SE 11th St,North Bend,WA 98045,USA
2014-06-03 00:00:00,309000.0,5.0,2.75,2481,2.0,0,0,3,2014,0,38071 39th Ave S,Auburn,WA 98001,USA
2014-06-03 00:00:00,320000.0,3.0,3.25,1530,2.0,0,0,3,2013,1923,5201 23rd Ave SW,Seattle,WA 98106,USA
2014-06-04 00:00:00,390000.0,3.0,2.25,1250,1.0,0,0,5,1942,0,10111 32nd Pl SW,Seattle,WA 98146,USA
2014-06-04 00:00:00,299000.0,1.0,0.75,560,1.0,0,0,3,1967,2011,8314 361st Ave NE,Carnation,WA 98014,USA
2014-06-04 00:00:00,375000.0,4.0,1.75,2200,1.0,0,0,5,1955,0,6609 43rd Ave S,Seattle,WA 98118,USA
2014-06-04 00:00:00,240500.0,3.0,1.75,1460,1.0,0,0,3,1997,0,1219 S 124th St,Seattle,WA 98168,USA
2014-06-04 00:00:00,320000.0,3.0,1.5,1650,1.0,0,0,5,1978,0,16710 133rd Pl SE,Renton,WA 98058,USA
2014-06-04 00:00:00,1270000.0,5.0,2.5,3200,1.0,0,0,3,1952,2008,8726 NE 11th St,Bellevue,WA 98004,USA
2014-06-04 00:00:00,658588.0,3.0,2.25,2560,2.0,0,0,3,1986,0,12923 206th Ct SE,Issaquah,WA 98027,USA
2014-06-04 00:00:00,270000.0,3.0,2.25,2080,1.5,0,0,3,2003,0,20442 137th Ave SE,Kent,WA 98042,USA
2014-06-04 00:00:00,327500.0,3.0,1.0,1070,1.0,0,0,3,1989,0,3510 S Holly St,Seattle,WA 98118,USA
2014-06-04 00:00:00,340000.0,3.0,1.75,2190,2.0,0,0,4,1978,2000,14000 SE 241st St,Kent,WA 98042,USA
2014-06-04 00:00:00,200000.0,3.0,1.5,2060,1.5,0,0,3,1903,2005,13315 88th Ave S,Renton,WA 98057,USA
2014-06-04 00:00:00,1025000.0,3.0,1.75,2640,1.0,0,3,4,1960,2001,3057 70th Ave SE,Mercer Island,WA 98040,USA
2014-06-04 00:00:00,275000.0,3.0,2.5,1720,1.0,0,0,3,1983,2009,31607 45th Pl SW,Federal Way,WA 98023,USA
2014-06-04 00:00:00,1126000.0,5.0,3.5,3880,2.0,0,3,4,1979,0,13800 SE 43rd St,Bellevue,WA 98006,USA
2014-06-04 00:00:00,280000.0,2.0,1.0,960,1.0,0,0,3,1942,1999,9007 4th Ave NW,Seattle,WA 98117,USA
2014-06-04 00:00:00,485000.0,3.0,2.5,2340,1.0,0,0,3,1985,0,21924 234th Ave SE,Maple Valley,WA 98038,USA
2014-06-04 00:00:00,1901000.0,3.0,2.5,2660,2.0,0,2,3,1992,0,4612 92nd Ave NE,Yarrow Point,WA 98004,USA
2014-06-04 00:00:00,865000.0,3.0,1.75,2090,2.0,0,0,3,1947,2013,2825 W Elmore Pl,Seattle,WA 98199,USA
2014-06-04 00:00:00,532000.0,3.0,2.5,1820,2.0,0,0,3,1993,0,25756 SE 41st St,Issaquah,WA 98029,USA
2014-06-04 00:00:00,364950.0,4.0,2.5,2310,2.0,0,0,3,1978,0,15929 Broadway Ave NE,Duvall,WA 98019,USA
2014-06-04 00:00:00,212500.0,3.0,1.0,920,1.0,0,0,4,1977,0,35632 52nd Ave S,Auburn,WA 98001,USA
