date,price,bedrooms,bathrooms,sqft_living,floors,waterfront,condition,yr_built,street,city,statezip,country
2014-06-30 00:00:00,492650.0,4.0,1.75,2120,1.0,0,3,1967,520 NW 201st Pl,Shoreline,WA 98177,USA
2014-05-29 00:00:00,156766.666667,2.0,1.0,1500,1.5,0,3,1928,220 Garden Ave N,Renton,WA 98057,USA
2014-06-18 00:00:00,764000.0,4.0,2.5,2790,2.0,0,3,1997,23319 NE 15th St,Sammamish,WA 98074,USA
2014-06-05 00:00:00,299950.0,4.0,1.75,1560,1.0,0,4,1965,13228 SE 294th Pl,Auburn,WA 98092,USA
2014-06-16 00:00:00,1735000.0,4.0,2.25,3040,2.0,0,4,1926,3907 47th Ave NE,Seattle,WA 98105,USA
2014-06-19 00:00:00,1440000.0,3.0,3.5,3870,2.0,0,3,2002,2720 Boyer Ave E,Seattle,WA 98102,USA
2014-07-07 00:00:00,509900.0,3.0,2.5,3030,2.0,0,3,2009,5221 NE 7th Pl,Renton,WA 98059,USA
2014-06-10 00:00:00,310000.0,3.0,1.75,1420,1.0,0,4,1984,2714 NE 4th Ct,Renton,WA 98056,USA
2014-05-22 00:00:00,180000.0,2.0,1.0,1400,1.0,0,3,1922,309 Hardie Ave NW,Renton,WA 98057,USA
2014-07-01 00:00:00,276000.0,1.0,0.75,370,1.0,0,5,1923,2508 NW 67th St,Seattle,WA 98117,USA
2014-06-04 00:00:00,746000.0,3.0,2.25,2370,1.0,0,4,1973,18119 NE 30th St,Redmond,WA 98052,USA
2014-06-25 00:00:00,330000.0,6.0,2.25,3040,1.0,0,3,1951,614 Hazel Ave N,Kent,WA 98030,USA
2014-06-04 00:00:00,170000.0,2.0,1.0,1500,1.0,0,3,1950,14426-14598 42nd Ave S,Tukwila,WA 98168,USA
2014-05-29 00:00:00,685000.0,3.0,1.75,1940,1.0,0,4,1960,8750 Fauntlee Crest SW,Seattle,WA 98136,USA
2014-05-30 00:00:00,425000.0,3.0,2.25,1820,1.0,0,3,1974,13807 129th Pl NE,Kirkland,WA 98034,USA
2014-05-12 00:00:00,1015000.0,3.0,2.5,2920,1.0,0,4,1954,5220 SW Pritchard St,Seattle,WA 98116,USA
2014-05-28 00:00:00,840500.0,3.0,2.0,2520,1.5,0,4,1906,1917 3rd Ave W,Seattle,WA 98119,USA
2014-07-09 00:00:00,1240000.0,5.0,3.5,5430,2.0,0,3,2007,6151 168th Pl SE,Bellevue,WA 98006,USA
2014-07-01 00:00:00,349500.0,3.0,2.0,1270,1.0,0,3,1963,2709 E Marion St,Seattle,WA 98122,USA
2014-07-07 00:00:00,1450000.0,4.0,3.25,3770,2.0,0,5,1925,410 Wheeler St,Seattle,WA 98109,USA
2014-06-09 00:00:00,307550.0,4.0,2.5,1980,2.0,0,3,2003,11717 SE 234th Pl,Kent,WA 98031,USA
2014-07-01 00:00:00,452000.0,3.0,1.75,1110,1.0,0,4,1966,5321-5327 156th Dr NE,Redmond,WA 98052,USA
2014-07-01 00:00:00,590000.0,3.0,2.0,1410,1.0,0,4,1947,7264 27th Ave NE,Seattle,WA 98115,USA
2014-06-12 00:00:00,900000.0,4.0,2.25,2460,1.0,0,4,1957,539 145th Ave SE,Bellevue,WA 98007,USA
2014-06-26 00:00:00,385000.0,4.0,2.5,3200,1.0,0,5,1970,23310 118th Pl SE,Kent,WA 98031,USA
2014-06-23 00:00:00,806000.0,4.0,2.5,2500,1.0,0,3,1997,8510 258th Ave NE,Redmond,WA 98053,USA
2014-06-23 00:00:00,324000.0,4.0,1.75,2110,1.0,0,3,1975,17403 159th Ave SE,Renton,WA 98058,USA
2014-05-21 00:00:00,475000.0,4.0,2.0,1790,1.0,0,4,1909,1017 N 38th St,Seattle,WA 98103,USA
2014-07-08 00:00:00,999000.0,4.0,2.5,3130,2.0,0,3,2013,9006 116th Ave NE,Kirkland,WA 98033,USA
2014-05-22 00:00:00,408000.0,3.0,2.25,1950,1.0,0,4,2006,3742 S 192nd St,SeaTac,WA 98188,USA
2014-06-12 00:00:00,306000.0,4.0,2.5,2490,2.0,0,3,2001,29742 129th Pl SE,Auburn,WA 98092,USA
2014-06-20 00:00:00,1462497.0,5.0,3.25,3840,3.0,0,3,2008,1116 33rd Ave S,Seattle,WA 98144,USA
2014-06-20 00:00:00,511500.0,4.0,1.0,1360,1.5,0,3,1917,7714 37th Ave NE,Seattle,WA 98115,USA
2014-06-12 00:00:00,445000.0,3.0,1.0,1050,1.0,0,4,1947,8244 40th Ave NE,Seattle,WA 98115,USA
2014-05-27 00:00:00,344950.0,4.0,2.0,2330,1.0,0,4,1941,440 Scenic Way,Kent,WA 98030,USA
2014-06-30 00:00:00,263400.0,4.0,2.0,1360,1.0,0,3,1960,36656 55th Pl S,Auburn,WA 98001,USA
2014-05-22 00:00:00,349900.0,4.0,2.5,2052,2.0,0,3,2014,35650 30th Ave S,Federal Way,WA 98003,USA
2014-06-24 00:00:00,1295648.0,0.0,0.0,4810,2.0,0,3,1990,20418 NE 64th Pl,Redmond,WA 98053,USA
2014-06-25 00:00:00,260000.0,3.0,1.5,1580,1.0,0,3,1954,19307 4th Ave S,Des Moines,WA 98148,USA
2014-05-22 00:00:00,657000.0,4.0,1.75,2740,1.0,0,3,1954,5524 S Morgan St,Seattle,WA 98118,USA
2014-06-24 00:00:00,1157400.0,3.0,2.5,2740,2.0,0,3,1913,1226 22nd Ave E,Seattle,WA 98112,USA
2014-05-14 00:00:00,400000.0,2.0,1.0,980,1.0,0,4,1918,6520-6588 8th Ave NW,Seattle,WA 98117,USA
2014-06-26 00:00:00,775000.0,3.0,2.75,2850,1.0,0,4,1976,4904 145th Ave SE,Bellevue,WA 98006,USA
2014-06-23 00:00:00,285000.0,3.0,2.5,1660,2.0,0,3,2003,27924-27998 150th Pl SE,Kent,WA 98042,USA
2014-06-06 00:00:00,294700.0,3.0,2.0,1970,1.0,0,4,1967,2604 S 357th St,Federal Way,WA 98003,USA
2014-06-25 00:00:00,280000.0,7.0,2.5,1940,2.0,0,3,1994,12307 SE 315th Pl,Auburn,WA 98092,USA
2014-05-14 00:00:00,542000.0,4.0,1.75,1900,1.0,0,4,1955,3810 145th Ave SE,Bellevue,WA 98006,USA
2014-06-05 00:00:00,1300000.0,6.0,4.5,3902,3.0,0,4,1977,2306 Halleck Ave SW,Seattle,WA 98116,USA
2014-05-16 00:00:00,619000.0,3.0,2.5,2720,2.0,0,3,2005,6516 Denny Peak Dr SE,Snoqualmie,WA 98065,USA
2014-06-23 00:00:00,633634.0,4.0,3.5,2960,2.0,0,3,2014,34115 SE Ash St,Snoqualmie,WA 98065,USA
2014-06-05 00:00:00,289000.0,3.0,2.0,1680,1.0,0,3,1993,710 Victor St,Enumclaw,WA 98022,USA
2014-05-22 00:00:00,307000.0,3.0,1.5,2320,1.0,0,3,1976,26905 NE Cherry St,Duvall,WA 98019,USA
2014-05-19 00:00:00,296500.0,3.0,2.75,2170,1.0,0,4,1978,26715 Stanford Ct,Kent,WA 98032,USA
2014-07-09 00:00:00,300000.0,4.0,1.75,1820,1.0,0,4,1926,1714 S Pearl St,Seattle,WA 98108,USA
2014-05-30 00:00:00,309487.5,3.0,2.5,2260,2.0,0,3,1994,17207 190th Ave SE,Renton,WA 98058,USA
2014-07-01 00:00:00,510000.0,3.0,1.75,1750,2.0,0,3,1934,30734 229th Pl SE,Black Diamond,WA 98010,USA
2014-06-23 00:00:00,239950.0,3.0,1.75,1230,1.0,0,4,1984,26119 185th Pl SE,Covington,WA 98042,USA
2014-05-27 00:00:00,360000.0,3.0,1.0,1570,1.0,0,3,1954,19141 1st Ave NW,Shoreline,WA 98177,USA
2014-07-10 00:00:00,350000.0,4.0,1.0,1170,1.5,0,3,1959,3611 NE 137th St,Seattle,WA 98125,USA
2014-05-12 00:00:00,850000.0,4.0,1.75,2350,1.0,0,4,1961,8223 SE 71st St,Mercer Island,WA 98040,USA
2014-05-20 00:00:00,1100000.0,3.0,2.0,2390,2.0,0,5,1939,7529 Lakemont Dr NE,Seattle,WA 98115,USA
2014-07-08 00:00:00,245000.0,3.0,2.5,1600,2.0,0,4,1992,11539 SE 221st Pl,Kent,WA 98031,USA
2014-05-12 00:00:00,330000.0,5.0,3.0,2100,1.0,0,3,2013,1047-1099 S 130th St,Burien,WA 98168,USA
2014-06-23 00:00:00,715000.0,4.0,2.5,2650,1.0,0,4,1960,23264 SE 54th Pl,Issaquah,WA 98029,USA
2014-06-02 00:00:00,653000.0,3.0,2.5,2290,2.0,0,3,2006,2172 NE Noble St,Issaquah,WA 98029,USA
2014-06-27 00:00:00,661500.0,5.0,2.5,2500,1.0,0,4,1977,16426 NE 107th Pl,Redmond,WA 98052,USA
2014-05-30 00:00:00,659000.0,4.0,2.5,3190,1.0,0,5,1946,10326 Fischer Pl NE,Seattle,WA 98125,USA
2014-05-16 00:00:00,540000.0,1.0,1.0,1140,1.5,0,3,1920,9055 Palatine Ave N,Seattle,WA 98103,USA
2014-06-07 00:00:00,490000.0,3.0,3.0,1730,3.0,0,3,1985,2639 NW 86th St,Seattle,WA 98117,USA
2014-07-03 00:00:00,430000.0,3.0,1.5,1810,1.0,0,3,1958,7321 39th Ave NE,Seattle,WA 98115,USA
2014-05-20 00:00:00,700000.0,4.0,1.0,1680,1.5,0,3,1921,2139 N 52nd St,Seattle,WA 98103,USA
2014-05-15 00:00:00,582800.0,4.0,2.75,2550,1.0,0,3,1986,21023-21029 NE 42nd St,Sammamish,WA 98074,USA
2014-05-30 00:00:00,475000.0,2.0,2.0,1540,2.0,0,3,1983,3304 288th Ave NE,Redmond,WA 98053,USA
2014-05-16 00:00:00,875000.0,3.0,2.0,2220,1.0,0,4,1947,2559 24th Ave W,Seattle,WA 98199,USA
2014-07-07 00:00:00,195000.0,2.0,1.0,1190,1.0,0,4,1910,205 SW Gibson Ln,Issaquah,WA 98027,USA
2014-07-01 00:00:00,952500.0,4.0,1.5,2550,2.0,0,4,1910,1901 25th Ave E,Seattle,WA 98112,USA
2014-05-19 00:00:00,462000.0,3.0,1.5,1710,1.5,0,3,1928,5151 S Othello St,Seattle,WA 98118,USA
2014-06-19 00:00:00,712000.0,3.0,2.75,3200,2.0,0,3,2004,26008 SE 23rd Pl,Sammamish,WA 98075,USA
2014-05-16 00:00:00,375000.0,3.0,1.5,1100,2.0,0,3,2007,2001 S Norman St,Seattle,WA 98144,USA
2014-07-10 00:00:00,545000.0,2.0,2.0,2930,1.0,0,4,1980,22514 101st Ln SW,Vashon,WA 98070,USA
2014-06-19 00:00:00,1325000.0,4.0,2.5,2440,2.5,0,4,1902,400 W Highland Dr,Seattle,WA 98119,USA
2014-07-08 00:00:00,325000.0,2.0,1.0,800,1.0,0,3,1953,7354 27th Ave SW,Seattle,WA 98126,USA
2014-06-20 00:00:00,489000.0,4.0,2.0,2120,1.0,0,4,1940,10822-10830 24th Ave NE,Seattle,WA 98125,USA
2014-06-24 00:00:00,520000.0,3.0,1.75,2300,1.0,0,3,1984,16203 170th Ave NE,Woodinville,WA 98072,USA
2014-06-20 00:00:00,640000.0,2.0,1.75,1760,1.0,0,4,1930,3526 Ashworth Ave N,Seattle,WA 98103,USA
2014-06-10 00:00:00,558000.0,4.0,2.0,2180,1.0,0,3,1900,729 23rd Ave,Seattle,WA 98122,USA
2014-05-22 00:00:00,926300.0,3.0,1.5,1660,2.0,0,3,1907,1814 1st Ave W,Seattle,WA 98119,USA
2014-06-18 00:00:00,365000.0,3.0,2.5,2640,2.0,0,3,1991,17917 162nd Pl SE,Renton,WA 98058,USA
2014-06-18 00:00:00,239950.0,3.0,1.75,1670,1.0,0,3,1978,33838 37th Ave SW,Federal Way,WA 98023,USA
2014-07-01 00:00:00,401000.0,3.0,2.0,1240,1.0,0,3,1984,3027 230th Pl NE,Sammamish,WA 98074,USA
2014-07-08 00:00:00,550000.0,3.0,3.5,2490,2.0,0,3,2005,320 NW Boulder Pl,Issaquah,WA 98027,USA
2014-05-23 00:00:00,670500.0,4.0,2.0,1590,1.0,0,3,1951,2333 12th Ave E,Seattle,WA 98102,USA
2014-06-26 00:00:00,450000.0,3.0,1.5,1530,1.0,0,3,1952,3210 NE 163rd St,Lake Forest Park,WA 98155,USA
2014-06-25 00:00:00,270000.0,3.0,2.5,1670,1.0,0,4,1990,19223 SE 259th Pl,Covington,WA 98042,USA
2014-06-12 00:00:00,656500.0,4.0,2.0,2710,1.0,0,4,1919,6326 21st Ave NE,Seattle,WA 98115,USA
2014-06-04 00:00:00,299000.0,1.0,0.75,560,1.0,0,3,1967,8314 361st Ave NE,Carnation,WA 98014,USA
2014-05-28 00:00:00,1285000.0,4.0,2.5,3240,1.0,0,3,1946,5726 61st Ave NE,Seattle,WA 98105,USA
2014-07-01 00:00:00,337000.0,3.0,2.25,1460,3.0,0,3,2006,11707 Greenwood Ave N,Seattle,WA 98133,USA
2014-06-25 00:00:00,562100.0,2.0,0.75,1440,1.0,0,3,1914,5641-5645 6th Ave NW,Seattle,WA 98107,USA
2014-05-20 00:00:00,263000.0,3.0,1.75,1570,2.0,0,3,1982,9226 S 239th Pl,Kent,WA 98031,USA
2014-06-23 00:00:00,831500.0,5.0,2.5,4470,2.5,0,3,1984,15002 191st Ave NE,Woodinville,WA 98072,USA
2014-06-16 00:00:00,163785.714286,2.0,1.0,760,1.5,0,3,1947,11023 4th Ave S,Seattle,WA 98168,USA
2014-06-18 00:00:00,690000.0,3.0,3.25,1540,3.0,0,3,2013,423 N 50th St,Seattle,WA 98103,USA
2014-06-24 00:00:00,160000.0,3.0,1.5,1010,1.0,0,4,1962,21416 13th Ave S,Des Moines,WA 98198,USA
2014-06-24 00:00:00,502000.0,3.0,2.0,1300,1.0,0,3,1955,4029 142nd Ave SE,Bellevue,WA 98006,USA
2014-07-09 00:00:00,275000.0,3.0,1.0,1200,1.0,0,4,1954,9246 30th Ave SW,Seattle,WA 98126,USA
2014-07-02 00:00:00,1038000.0,4.0,1.75,1440,1.0,0,4,1967,10208 NE 26th St,Bellevue,WA 98004,USA
2014-06-02 00:00:00,542804.75,5.0,2.75,2910,1.0,0,3,1977,19720 SE 21st St,Sammamish,WA 98075,USA
2014-07-09 00:00:00,215000.0,3.0,1.0,1200,1.0,0,4,1967,4503 S 256th St,Kent,WA 98032,USA
2014-06-19 00:00:00,280000.0,3.0,3.0,3910,2.0,0,3,1985,31751 NE 110th St,Carnation,WA 98014,USA
2014-05-13 00:00:00,449500.0,3.0,2.0,1770,1.0,0,4,1954,19293 Stone Ave N,Shoreline,WA 98133,USA
2014-05-22 00:00:00,749000.0,4.0,2.5,2930,2.0,0,3,1998,1645 219th Pl SE,Sammamish,WA 98075,USA
2014-06-25 00:00:00,800000.0,2.0,1.0,1740,1.0,0,3,1955,6116 Kirkwood Pl N,Seattle,WA 98103,USA
2014-06-20 00:00:00,790000.0,4.0,1.75,2050,1.0,0,3,1974,3860 NE 157th Pl,Lake Forest Park,WA 98155,USA
2014-05-12 00:00:00,876650.0,3.0,3.25,2170,1.5,0,5,1928,4436-4446 W Mercer Way,Mercer Island,WA 98040,USA
2014-06-04 00:00:00,520000.0,3.0,3.25,1540,2.0,0,3,2011,886 3rd Ave NE,Issaquah,WA 98029,USA
2014-05-28 00:00:00,700000.0,4.0,3.5,4490,2.0,0,3,2006,6818 Pinehurst Ave SE,Snoqualmie,WA 98065,USA
2014-05-22 00:00:00,600000.0,3.0,1.75,1650,1.0,0,5,1908,547 NE 81st St,Seattle,WA 98115,USA
2014-07-10 00:00:00,850000.0,5.0,2.0,2310,1.5,0,4,1966,3200 102nd Ave NE,Bellevue,WA 98004,USA
2014-06-24 00:00:00,339000.0,4.0,2.0,2470,1.5,0,3,1948,7936 10th Ave SW,Seattle,WA 98106,USA
2014-05-14 00:00:00,740000.0,5.0,5.0,5774,1.0,0,3,1984,28511 10th Ave S,Federal Way,WA 98003,USA
2014-06-06 00:00:00,835000.0,2.0,2.0,2280,1.0,0,3,2002,12439 235th Pl NE,Redmond,WA 98053,USA
2014-06-04 00:00:00,392500.0,4.0,2.5,2150,2.0,0,3,2005,2709 NE 22nd St,Renton,WA 98056,USA
2014-05-15 00:00:00,344000.0,3.0,2.5,1232,3.0,0,3,2007,12331 A 10th Pl NE,Seattle,WA 98125,USA
2014-05-14 00:00:00,966000.0,5.0,4.5,3810,2.0,0,3,2008,2033 211th Pl SE,Sammamish,WA 98075,USA
2014-06-16 00:00:00,1920000.0,4.0,2.5,3070,1.0,0,4,1950,3257 Evergreen Point Rd,Medina,WA 98039,USA
2014-06-03 00:00:00,960000.0,4.0,3.0,4590,2.0,0,3,1981,13003 13th Ave NW,Seattle,WA 98177,USA
2014-06-27 00:00:00,561500.0,3.0,1.75,1960,1.0,0,4,1939,1035 NE 95th St,Seattle,WA 98115,USA
2014-06-20 00:00:00,480000.0,4.0,1.0,2080,1.0,0,3,1941,7520 Jones Ave NW,Seattle,WA 98117,USA
2014-07-01 00:00:00,563000.0,4.0,1.0,1410,1.5,0,5,1911,621 NW 44th St,Seattle,WA 98107,USA
2014-07-08 00:00:00,410000.0,4.0,2.5,2560,2.0,0,3,2006,27645 236th Ct SE,Maple Valley,WA 98038,USA
2014-06-17 00:00:00,465950.0,4.0,2.5,2340,2.0,0,3,2001,463 Pasco Pl NE,Renton,WA 98059,USA
2014-06-05 00:00:00,275000.0,3.0,3.0,1390,2.0,0,3,2006,4022 S Bozeman St,Seattle,WA 98118,USA
2014-05-28 00:00:00,355000.0,2.0,1.0,1270,1.0,0,4,1920,4038 Linden Ave N,Seattle,WA 98103,USA
2014-06-09 00:00:00,0.0,4.0,3.75,4060,2.0,0,3,2002,21418 SE 5th Pl,Sammamish,WA 98074,USA
2014-05-13 00:00:00,523000.0,3.0,1.5,1240,1.0,0,4,1957,1020 163rd Ave SE,Bellevue,WA 98008,USA
2014-06-13 00:00:00,530100.0,3.0,1.0,1540,1.5,0,3,1926,123 NW 78th St,Seattle,WA 98117,USA
2014-06-02 00:00:00,440150.0,2.0,1.0,1110,1.0,0,5,1947,12216 Greenwood Ave N,Seattle,WA 98133,USA
2014-07-08 00:00:00,430000.0,3.0,2.0,1550,1.0,0,5,1942,6537 36th Ave SW,Seattle,WA 98126,USA
2014-07-02 00:00:00,700000.0,3.0,2.5,2490,2.0,0,3,1993,23203 NE 78th Way,Redmond,WA 98053,USA
2014-06-25 00:00:00,299900.0,3.0,1.0,1110,1.0,0,3,1979,18021 24th Ave NE,Shoreline,WA 98155,USA
2014-05-13 00:00:00,591000.0,4.0,2.25,2710,2.0,0,4,1977,19615 182nd Ave NE,Woodinville,WA 98077,USA
2014-05-20 00:00:00,345600.0,5.0,3.5,2800,2.5,0,3,1903,352 17th Ave,Seattle,WA 98122,USA
2014-05-23 00:00:00,350000.0,3.0,1.0,1010,1.0,0,4,1947,16220 8th Ave NE,Shoreline,WA 98155,USA
2014-05-13 00:00:00,465000.0,3.0,1.5,1270,1.0,0,3,1950,3616 NE 65th St,Seattle,WA 98115,USA
2014-06-03 00:00:00,425000.0,3.0,2.25,1870,1.0,0,3,1978,10559 NE 150th Ct,Bothell,WA 98011,USA
2014-06-02 00:00:00,820000.0,3.0,1.75,2160,1.0,0,4,1960,2000-2098 NE 68th St,Seattle,WA 98115,USA
2014-06-11 00:00:00,352500.0,3.0,1.75,1170,1.0,0,3,1962,14737 28th Ave NE,Shoreline,WA 98155,USA
2014-05-15 00:00:00,343000.0,4.0,1.75,2290,1.0,0,3,1960,2816 SW 110th Pl,Seattle,WA 98146,USA
2014-06-15 00:00:00,416000.0,3.0,1.0,1110,1.0,0,4,1957,717 164th Ave SE,Bellevue,WA 98008,USA
2014-06-09 00:00:00,347000.0,3.0,1.75,1240,1.0,0,4,1978,22207 Daeila Dr,Sammamish,WA 98074,USA
2014-06-03 00:00:00,235000.0,2.0,1.0,720,1.0,0,4,1947,5403 34th Ave SW,Seattle,WA 98126,USA
2014-05-22 00:00:00,275000.0,1.0,0.75,1170,1.0,0,5,1962,37316 W Lake Walker Dr SE,Enumclaw,WA 98022,USA
2014-06-06 00:00:00,837219.0,5.0,2.75,3030,2.0,0,3,2014,1855-1899 212th Ave SE,Sammamish,WA 98075,USA
2014-05-29 00:00:00,452500.0,5.0,3.5,5960,2.0,0,3,1984,510 175th Pl NE,Bellevue,WA 98008,USA
2014-07-02 00:00:00,1411600.0,2.0,2.5,3180,2.0,0,5,1985,4631 Somerset Ave SE,Bellevue,WA 98006,USA
2014-05-02 00:00:00,237227.857143,4.0,2.5,2200,2.0,0,3,1987,5214 S 292nd St,Auburn,WA 98001,USA
2014-06-02 00:00:00,315000.0,3.0,1.0,960,1.0,0,3,1952,1715 NE 135th St,Seattle,WA 98125,USA
2014-05-14 00:00:00,955000.0,5.0,2.25,2510,2.0,0,3,1972,7590 86th Ave SE,Mercer Island,WA 98040,USA
2014-05-29 00:00:00,445000.0,4.0,1.75,1990,1.5,0,4,1944,3713 SW Sullivan St,Seattle,WA 98126,USA
2014-05-22 00:00:00,398000.0,2.0,1.0,590,1.5,0,3,1983,29613-29615 232nd Ave SE,Black Diamond,WA 98010,USA
2014-06-16 00:00:00,300000.0,5.0,3.0,1940,1.0,0,3,2007,11720 8th Ave S,Seattle,WA 98168,USA
2014-05-23 00:00:00,300000.0,2.0,1.0,1340,1.0,0,3,1947,7111 S Ryan St,Seattle,WA 98178,USA
2014-06-03 00:00:00,695000.0,4.0,2.5,2961,2.0,0,3,1998,21548 SE 28th Ln,Sammamish,WA 98075,USA
2014-06-17 00:00:00,720000.0,4.0,2.5,2650,2.0,0,3,1988,11433 NE 91st St,Kirkland,WA 98033,USA
2014-07-09 00:00:00,486000.0,4.0,2.5,3560,2.0,0,3,1988,509 SW 335th St,Federal Way,WA 98023,USA
2014-05-28 00:00:00,266200.0,3.0,1.5,1430,1.0,0,4,1966,14217 SE 144th St,Renton,WA 98059,USA
2014-06-06 00:00:00,500000.0,4.0,1.0,1720,1.5,0,4,1904,3004 NW 59th St,Seattle,WA 98107,USA
2014-06-20 00:00:00,378000.0,4.0,2.5,1890,1.0,0,3,1978,41936 SE 168th St,North Bend,WA 98045,USA
2014-06-04 00:00:00,335000.0,4.0,2.75,2540,1.0,0,4,1979,15901-15999 131st Pl SE,Renton,WA 98058,USA
2014-06-16 00:00:00,460000.0,3.0,1.75,1550,1.0,0,4,1949,6503 39th Ave NE,Seattle,WA 98115,USA
2014-06-12 00:00:00,620000.0,2.0,1.0,1430,1.5,0,3,1929,2215 E Miller St,Seattle,WA 98112,USA
2014-05-21 00:00:00,442000.0,4.0,2.25,2080,1.0,0,4,1979,1740 216th Pl NE,Sammamish,WA 98074,USA
2014-05-31 00:00:00,660000.0,3.0,2.25,2675,2.0,0,3,1984,21311 SE 20th St,Sammamish,WA 98075,USA
2014-06-03 00:00:00,250000.0,3.0,2.25,1765,2.0,0,3,1996,33015 4th Pl S,Federal Way,WA 98003,USA
2014-06-17 00:00:00,0.0,5.0,3.75,3870,2.0,0,3,1998,101-127 247th Ave SE,Sammamish,WA 98074,USA
2014-07-02 00:00:00,550607.142857,4.0,2.0,1660,1.5,0,3,1922,4007 Woodland Park Ave N,Seattle,WA 98103,USA
2014-06-09 00:00:00,325000.0,3.0,2.0,1350,1.0,0,3,1986,14329 275th Ave NE,Duvall,WA 98019,USA
2014-06-20 00:00:00,1080000.0,3.0,3.0,4910,2.0,0,4,1989,2100 156th Ave SE,Bellevue,WA 98007,USA
2014-05-19 00:00:00,285000.0,4.0,1.75,2080,1.0,0,4,1955,8024 S 130th St,Seattle,WA 98178,USA
2014-05-28 00:00:00,127160.0,2.0,1.0,720,1.0,0,4,1942,821 Edmonds Ave NE,Renton,WA 98056,USA
2014-05-14 00:00:00,530000.0,4.0,2.75,2450,1.0,0,5,1974,404 SW 197th St,Normandy Park,WA 98166,USA
2014-06-19 00:00:00,659500.0,4.0,3.0,2620,1.0,0,4,1956,11605 SE 45th Pl,Bellevue,WA 98006,USA
2014-05-20 00:00:00,699000.0,4.0,2.5,2650,2.0,0,3,2006,11332 30th Ave NE,Seattle,WA 98125,USA
2014-06-18 00:00:00,540000.0,3.0,1.75,1970,1.0,0,5,1963,416 NW 181st St,Shoreline,WA 98177,USA
2014-07-08 00:00:00,292600.0,3.0,1.5,1520,1.0,0,4,1959,1012 Lynnwood Ave NE,Renton,WA 98056,USA
2014-05-12 00:00:00,870300.0,4.0,2.5,2350,1.5,0,4,1910,4410 Burke Ave N,Seattle,WA 98103,USA
2014-06-19 00:00:00,330000.0,3.0,2.5,2238,2.0,0,3,2011,1326 SW 340th St,Federal Way,WA 98023,USA
2014-07-02 00:00:00,605000.0,4.0,2.25,2940,1.0,0,5,1961,15611 72nd Ave NE,Kenmore,WA 98028,USA
2014-05-12 00:00:00,734200.0,4.0,2.5,2760,1.5,0,5,1928,950 NW 60th St,Seattle,WA 98107,USA
2014-06-10 00:00:00,745000.0,4.0,3.25,3490,2.0,0,3,2006,27520 SE 28th Ct,Sammamish,WA 98075,USA
2014-06-18 00:00:00,1400000.0,3.0,2.0,2020,1.5,0,3,1937,2340 Magnolia Blvd W,Seattle,WA 98199,USA
2014-06-02 00:00:00,320000.0,5.0,2.5,3020,1.0,0,4,1978,29234 158th Ave SE,Kent,WA 98042,USA
2014-06-03 00:00:00,600000.0,4.0,2.5,2620,2.0,0,3,1987,2830 216th Ave SE,Issaquah,WA 98075,USA
2014-06-11 00:00:00,110000.0,2.0,1.0,800,1.0,0,3,1927,12231 14th Ave S,Seattle,WA 98168,USA
2014-06-26 00:00:00,937000.0,3.0,1.75,2450,2.0,0,3,1915,206 W Boston St,Seattle,WA 98119,USA
2014-05-27 00:00:00,274950.0,3.0,1.75,1670,1.0,0,3,1987,16828 SE 251 St,Covington,WA 98042,USA
2014-07-05 00:00:00,672500.0,4.0,2.25,2110,2.0,0,4,1972,7490 85th Ave SE,Mercer Island,WA 98040,USA
2014-06-24 00:00:00,880000.0,4.0,2.5,3030,3.0,0,3,2005,6709 9th Ave NW,Seattle,WA 98117,USA
2014-05-27 00:00:00,295832.0,5.0,1.0,1410,1.0,0,5,1955,20208 1st Pl S,Des Moines,WA 98198,USA
2014-05-19 00:00:00,1216000.0,4.0,2.5,3190,1.0,0,5,1967,4625 Somerset Dr SE,Bellevue,WA 98006,USA
2014-05-30 00:00:00,322000.0,4.0,2.5,2280,2.0,0,3,1994,10012 SE 244th Ct,Kent,WA 98030,USA
2014-05-20 00:00:00,83300.0,3.0,2.0,1490,1.0,0,4,1990,26017 189th Ave SE,Covington,WA 98042,USA
2014-05-13 00:00:00,435000.0,4.0,2.25,2140,2.0,0,3,2002,7125 Silent Creek Ave SE,Snoqualmie,WA 98065,USA
2014-06-25 00:00:00,1355000.0,3.0,1.5,2680,2.0,0,5,1913,1602 5th Ave N,Seattle,WA 98109,USA
2014-05-28 00:00:00,544500.0,4.0,2.5,2230,1.0,0,5,1974,3022 254th Ave SE,Issaquah,WA 98075,USA
2014-06-13 00:00:00,325000.0,3.0,2.5,2070,2.0,0,3,1997,26300-26398 124th Ave SE,Kent,WA 98030,USA
2014-05-19 00:00:00,518000.0,3.0,2.5,1680,2.0,0,3,2008,8354 11th Ave NW,Seattle,WA 98117,USA
2014-05-12 00:00:00,339000.0,3.0,1.0,1080,1.0,0,4,1955,20248 20th Ave NE,Shoreline,WA 98155,USA
2014-06-30 00:00:00,250000.0,3.0,2.0,1440,1.0,0,3,1965,25816 13th Pl S,Des Moines,WA 98198,USA
2014-05-14 00:00:00,340000.0,3.0,2.25,1970,2.0,0,3,1997,504 Shelton Ct NE,Renton,WA 98056,USA
2014-06-10 00:00:00,571000.0,4.0,2.0,2750,1.5,0,5,1916,12042 38th Ave NE,Seattle,WA 98125,USA
